median_rent,median_income,total_pop,white_non_hisp,total_housing_units,vacant_housing_units,borough,year,geoid
882.0,65278.0,2781,1244,836,28,Brooklyn,2009,040400
766.0,41685.0,1664,0,591,112,Brooklyn,2009,040500
946.0,48393.0,3365,1463,1180,63,Brooklyn,2009,040600
1137.0,38438.0,3506,1593,1070,68,Brooklyn,2009,040800
1145.0,33900.0,3792,96,1378,273,Brooklyn,2009,040900
599.0,39444.0,1702,1515,718,0,Brooklyn,2009,041000
887.0,34781.0,3180,77,1201,104,Brooklyn,2009,041100
1088.0,47861.0,3210,2080,1029,17,Brooklyn,2009,041200
887.0,34530.0,3236,12,1195,193,Brooklyn,2009,041300
983.0,50697.0,1237,1042,485,43,Brooklyn,2009,041401
1052.0,34395.0,1683,1587,731,0,Brooklyn,2009,041402
1099.0,34271.0,3731,28,1297,145,Brooklyn,2009,041500
1082.0,38889.0,2728,2421,781,43,Brooklyn,2009,041600
731.0,23630.0,3156,9,1252,190,Brooklyn,2009,041700
879.0,32479.0,2054,1868,841,176,Brooklyn,2009,041800
637.0,27404.0,3681,79,1245,189,Brooklyn,2009,041900
1164.0,58300.0,2288,2009,602,30,Brooklyn,2009,042000
1012.0,38167.0,3592,150,1286,204,Brooklyn,2009,042100
1100.0,44000.0,3174,2498,1283,141,Brooklyn,2009,042200
1161.0,36827.0,3308,97,1197,274,Brooklyn,2009,042300
970.0,46806.0,3974,2347,1372,41,Brooklyn,2009,042400
1139.0,27464.0,2532,332,926,33,Brooklyn,2009,042500
954.0,51208.0,4496,1680,1407,94,Brooklyn,2009,042600
958.0,38453.0,6348,545,1768,155,Brooklyn,2009,042700
1051.0,37875.0,3822,2827,1454,28,Brooklyn,2009,042800
909.0,31328.0,6063,347,1931,96,Brooklyn,2009,042900
913.0,39909.0,3835,2125,1381,89,Brooklyn,2009,043000
1021.0,28143.0,5508,277,1854,271,Brooklyn,2009,043100
950.0,29663.0,3822,2090,1519,48,Brooklyn,2009,043200
1371.0,83017.0,4726,3233,2359,233,Brooklyn,2009,000100
843.0,32841.0,1341,44,406,0,Brooklyn,2009,000200
1752.0,122520.0,5183,4155,2626,157,Brooklyn,2009,000301
1356.0,81600.0,6439,5046,3953,287,Brooklyn,2009,000500
1595.0,114485.0,4071,3094,1944,162,Brooklyn,2009,000700
1690.0,110333.0,4135,2996,1964,128,Brooklyn,2009,000900
1171.0,73750.0,154,131,47,0,Brooklyn,2009,001100
1317.0,82206.0,2186,1468,1085,93,Brooklyn,2009,001300
1042.0,30536.0,1617,85,491,30,Brooklyn,2009,002000
2001.0,148611.0,2526,1576,1202,194,Brooklyn,2009,002100
944.0,38021.0,5490,1699,1676,112,Brooklyn,2009,002200
392.0,20995.0,4318,71,1598,0,Brooklyn,2009,002300
439.0,21289.0,1490,227,932,318,Brooklyn,2009,002500
1700.0,39236.0,413,80,229,75,Brooklyn,2009,002700
306.0,9581.0,2975,8,1335,290,Brooklyn,2009,002901
580.0,48889.0,553,31,192,18,Brooklyn,2009,002902
1205.0,59554.0,1893,1109,724,24,Brooklyn,2009,003000
1036.0,65446.0,2791,545,851,82,Brooklyn,2009,003100
1557.0,67250.0,2043,1010,1001,19,Brooklyn,2009,003300
1129.0,62083.0,3288,2011,1513,108,Brooklyn,2009,003400
850.0,51440.0,1308,248,812,93,Brooklyn,2009,003500
1098.0,56167.0,4602,3369,1931,79,Brooklyn,2009,003600
1445.0,57609.0,243,118,167,37,Brooklyn,2009,003700
1235.0,86908.0,1587,1531,755,82,Brooklyn,2009,003800
793.0,53482.0,2056,1022,1128,155,Brooklyn,2009,003900
1479.0,108500.0,3582,2328,1615,133,Brooklyn,2009,004100
975.0,87250.0,1182,979,540,79,Brooklyn,2009,004200
1410.0,99028.0,3146,1915,1368,105,Brooklyn,2009,004300
1835.0,105952.0,3958,3266,1933,23,Brooklyn,2009,004500
1095.0,83500.0,1056,870,454,0,Brooklyn,2009,004600
1557.0,77361.0,1451,972,608,59,Brooklyn,2009,004700
1417.0,79962.0,2771,1695,1179,156,Brooklyn,2009,004900
1362.0,73333.0,2502,2091,1087,81,Brooklyn,2009,005000
1614.0,79531.0,2019,1171,1005,41,Brooklyn,2009,005100
601.0,26971.0,1840,1648,1166,9,Brooklyn,2009,005201
1168.0,66136.0,2475,2239,1544,160,Brooklyn,2009,005202
1161.0,57396.0,3270,2361,1798,54,Brooklyn,2009,005400
1431.0,133519.0,219,169,148,54,Brooklyn,2009,005500
1160.0,58333.0,2724,2367,1479,65,Brooklyn,2009,005601
984.0,45795.0,1626,1358,946,73,Brooklyn,2009,005602
931.0,52137.0,1735,716,787,94,Brooklyn,2009,005700
1066.0,47083.0,3533,2457,1739,9,Brooklyn,2009,005800
1264.0,53620.0,1221,667,589,120,Brooklyn,2009,005900
1085.0,49524.0,2695,1592,1253,150,Brooklyn,2009,006000
1030.0,52326.0,3105,1958,1270,34,Brooklyn,2009,006200
1706.0,78081.0,1821,1207,1024,25,Brooklyn,2009,006300
1088.0,60864.0,3707,2447,1556,26,Brooklyn,2009,006400
1721.0,84972.0,5451,4393,2820,257,Brooklyn,2009,006500
1118.0,48345.0,3350,2726,1646,157,Brooklyn,2009,006600
1969.0,99511.0,3579,2860,1780,172,Brooklyn,2009,006700
1080.0,46292.0,4882,2936,1828,92,Brooklyn,2009,006800
1851.0,84831.0,3474,2349,1804,228,Brooklyn,2009,006900
977.0,62396.0,2892,1849,1221,60,Brooklyn,2009,007000
530.0,35905.0,4694,905,1804,117,Brooklyn,2009,007100
1099.0,38044.0,1488,293,587,30,Brooklyn,2009,007200
983.0,29777.0,5906,415,1607,53,Brooklyn,2009,007400
1727.0,67569.0,5127,4294,2300,119,Brooklyn,2009,007500
1022.0,38289.0,4653,351,1511,121,Brooklyn,2009,007600
1835.0,108958.0,5153,4204,2159,145,Brooklyn,2009,007700
1062.0,30313.0,5479,313,1611,83,Brooklyn,2009,007800
732.0,30086.0,4291,470,1507,75,Brooklyn,2009,008000
1102.0,49917.0,4918,568,1453,29,Brooklyn,2009,008200
1103.0,29451.0,4008,525,1165,98,Brooklyn,2009,008400
369.0,14321.0,8113,104,3035,82,Brooklyn,2009,008500
1076.0,41058.0,3187,1063,1251,51,Brooklyn,2009,008800
1008.0,38500.0,2606,259,866,70,Brooklyn,2009,009000
1026.0,32713.0,5438,1050,1660,56,Brooklyn,2009,009200
1011.0,51111.0,4889,1546,1632,46,Brooklyn,2009,009400
1043.0,46750.0,6561,927,1987,105,Brooklyn,2009,009600
989.0,37764.0,7238,427,1799,108,Brooklyn,2009,009800
904.0,29309.0,6350,745,1844,37,Brooklyn,2009,010000
1084.0,55071.0,4659,1020,1490,96,Brooklyn,2009,010100
1038.0,36091.0,5589,772,1475,46,Brooklyn,2009,010200
1002.0,28321.0,5239,551,1523,65,Brooklyn,2009,010400
975.0,31271.0,5631,336,1475,101,Brooklyn,2009,010600
952.0,38510.0,4800,1068,1450,137,Brooklyn,2009,010800
978.0,38099.0,2303,548,689,24,Brooklyn,2009,011000
907.0,27042.0,6167,2221,2026,57,Brooklyn,2009,011200
898.0,38878.0,4443,2730,1344,89,Brooklyn,2009,011400
927.0,28411.0,4098,830,1338,91,Brooklyn,2009,011600
1320.0,61673.0,2591,1217,1212,19,Brooklyn,2009,011700
992.0,41023.0,2367,325,609,71,Brooklyn,2009,011800
1228.0,28636.0,1216,11,298,0,Brooklyn,2009,012000
1331.0,55357.0,1820,768,830,30,Brooklyn,2009,012100
1028.0,39004.0,4978,569,1511,46,Brooklyn,2009,012200
1614.0,65500.0,240,90,98,0,Brooklyn,2009,012300
1069.0,31532.0,1886,1003,717,47,Brooklyn,2009,012400
1151.0,60644.0,1391,482,536,17,Brooklyn,2009,012500
517.0,23968.0,3548,588,1481,29,Brooklyn,2009,012700
1089.0,52500.0,2058,785,750,24,Brooklyn,2009,012801
1133.0,28988.0,570,295,247,64,Brooklyn,2009,012802
1563.0,88319.0,2272,1205,1084,140,Brooklyn,2009,012901
1661.0,87353.0,2199,1386,1139,197,Brooklyn,2009,012902
1108.0,46813.0,5570,3640,1917,63,Brooklyn,2009,013000
1422.0,88958.0,4491,2764,1946,59,Brooklyn,2009,013100
1130.0,37093.0,2065,1016,734,19,Brooklyn,2009,013200
1723.0,88945.0,4075,2765,1836,139,Brooklyn,2009,013300
1106.0,69688.0,4382,2633,1561,66,Brooklyn,2009,013400
1776.0,87036.0,3525,2205,1553,48,Brooklyn,2009,013500
1348.0,67097.0,4199,3117,1673,52,Brooklyn,2009,013600
1189.0,62578.0,4115,2153,1611,144,Brooklyn,2009,013700
1156.0,52222.0,3319,2376,1427,89,Brooklyn,2009,013800
1339.0,58214.0,4528,2809,1716,22,Brooklyn,2009,013900
1062.0,61389.0,2220,1880,843,147,Brooklyn,2009,014000
1516.0,69538.0,2714,1725,1212,102,Brooklyn,2009,014100
1108.0,50449.0,3147,1990,1430,68,Brooklyn,2009,014200
1202.0,53311.0,3432,1414,1509,201,Brooklyn,2009,014300
1261.0,48545.0,4384,1566,1722,153,Brooklyn,2009,014500
1164.0,73750.0,1244,1151,410,0,Brooklyn,2009,014600
1250.0,55907.0,2320,1280,932,69,Brooklyn,2009,014700
1536.0,91538.0,1235,1210,536,50,Brooklyn,2009,014800
1666.0,77083.0,5242,3406,2247,146,Brooklyn,2009,014900
1233.0,62286.0,1963,1687,702,10,Brooklyn,2009,015000
1790.0,118295.0,4253,3006,1754,197,Brooklyn,2009,015100
1684.0,102344.0,2871,2196,1474,179,Brooklyn,2009,015300
1652.0,99615.0,3524,2736,1601,153,Brooklyn,2009,015500
1742.0,86522.0,607,525,268,28,Brooklyn,2009,015600
1691.0,105144.0,4148,3374,2179,146,Brooklyn,2009,015700
1159.0,50727.0,1630,1061,614,29,Brooklyn,2009,015800
1472.0,98162.0,5855,4241,2910,155,Brooklyn,2009,015900
1074.0,49179.0,4287,2614,1904,70,Brooklyn,2009,016000
1766.0,98859.0,3220,1893,1465,112,Brooklyn,2009,016100
1125.0,84577.0,2129,1734,1003,145,Brooklyn,2009,016200
1390.0,74398.0,3587,1677,1535,90,Brooklyn,2009,016300
2001.0,73125.0,590,166,249,83,Brooklyn,2009,016400
1546.0,116885.0,4989,4278,2522,180,Brooklyn,2009,016500
1712.0,113477.0,5320,4413,2201,116,Brooklyn,2009,016700
929.0,63594.0,1672,1294,717,62,Brooklyn,2009,016800
1013.0,74544.0,4908,3207,2309,209,Brooklyn,2009,016900
1147.0,54617.0,3643,2403,1180,77,Brooklyn,2009,017000
1316.0,96646.0,4183,3548,1729,117,Brooklyn,2009,017100
1066.0,61563.0,3216,1606,1061,58,Brooklyn,2009,017200
1100.0,80125.0,273,213,123,0,Brooklyn,2009,017300
961.0,50040.0,1599,960,655,0,Brooklyn,2009,017400
1068.0,35705.0,1992,1224,895,101,Brooklyn,2009,017600
976.0,51941.0,2602,1627,828,27,Brooklyn,2009,017800
955.0,40610.0,3838,444,1489,79,Brooklyn,2009,017900
996.0,36406.0,2933,1304,1047,89,Brooklyn,2009,018000
1254.0,64734.0,4127,2146,2435,286,Brooklyn,2009,018100
1092.0,36932.0,2939,1235,1065,37,Brooklyn,2009,018200
1761.0,77375.0,2603,1335,1351,223,Brooklyn,2009,018300
1080.0,41574.0,2114,1428,857,53,Brooklyn,2009,018400
408.0,18258.0,3108,275,1759,575,Brooklyn,2009,018501
1212.0,38967.0,767,67,340,41,Brooklyn,2009,018502
968.0,36250.0,1681,963,771,93,Brooklyn,2009,018600
1267.0,35455.0,1434,493,589,23,Brooklyn,2009,018700
1323.0,68452.0,3134,2146,991,65,Brooklyn,2009,018800
1438.0,64688.0,154,70,103,30,Brooklyn,2009,018900
991.0,39718.0,4455,2330,1714,165,Brooklyn,2009,019000
1248.0,47064.0,2150,395,1086,149,Brooklyn,2009,019100
1020.0,34914.0,2470,1266,781,57,Brooklyn,2009,019200
865.0,42109.0,6411,2478,2290,199,Brooklyn,2009,019300
1095.0,28214.0,3447,1289,1121,71,Brooklyn,2009,019400
976.0,48384.0,3473,1032,1903,161,Brooklyn,2009,019500
1050.0,45152.0,4329,1591,1436,76,Brooklyn,2009,019600
1479.0,68581.0,3897,1430,1896,184,Brooklyn,2009,019700
1312.0,38077.0,1964,1262,698,0,Brooklyn,2009,019800
1241.0,60437.0,3334,852,1548,174,Brooklyn,2009,019900
1327.0,50106.0,2643,1519,784,0,Brooklyn,2009,020000
1272.0,73974.0,3472,1106,1917,263,Brooklyn,2009,020100
1184.0,77909.0,1782,1520,716,59,Brooklyn,2009,020200
1301.0,44569.0,1548,522,724,102,Brooklyn,2009,020300
1032.0,59205.0,2098,1880,736,19,Brooklyn,2009,020400
1413.0,62350.0,2573,1237,1305,77,Brooklyn,2009,020500
1017.0,64545.0,2407,1840,837,69,Brooklyn,2009,020600
1365.0,93676.0,5578,2805,2334,115,Brooklyn,2009,020700
975.0,50486.0,3131,1493,1091,88,Brooklyn,2009,020800
964.0,51047.0,3669,1578,1227,55,Brooklyn,2009,021000
912.0,45882.0,3784,941,1415,197,Brooklyn,2009,021200
923.0,43661.0,4630,402,1913,150,Brooklyn,2009,021300
953.0,23981.0,1964,1124,614,54,Brooklyn,2009,021400
1001.0,59400.0,5318,1657,2683,197,Brooklyn,2009,021500
975.0,41724.0,3797,2738,998,42,Brooklyn,2009,021600
909.0,34384.0,4129,352,1689,87,Brooklyn,2009,021700
1017.0,32005.0,3692,2899,1053,0,Brooklyn,2009,021800
1028.0,30985.0,3686,552,1707,135,Brooklyn,2009,021900
1117.0,30054.0,4547,3801,1420,163,Brooklyn,2009,022000
920.0,37745.0,3668,302,1593,289,Brooklyn,2009,022100
1087.0,25534.0,3781,3502,1225,142,Brooklyn,2009,022200
1157.0,53322.0,4412,1004,2081,183,Brooklyn,2009,022300
1082.0,36643.0,5221,3710,1420,108,Brooklyn,2009,022400
1188.0,50583.0,970,60,333,0,Brooklyn,2009,022500
1026.0,48264.0,2764,422,710,43,Brooklyn,2009,022600
896.0,37074.0,2641,531,1637,409,Brooklyn,2009,022700
1108.0,43644.0,3589,2419,865,24,Brooklyn,2009,022800
1047.0,43269.0,2937,460,1599,335,Brooklyn,2009,022900
1082.0,27083.0,4101,2829,1201,145,Brooklyn,2009,023000
1228.0,57031.0,2986,685,1552,200,Brooklyn,2009,023100
915.0,27257.0,6020,4909,1650,242,Brooklyn,2009,023200
563.0,36344.0,5173,530,1881,222,Brooklyn,2009,023300
1058.0,37738.0,4995,4918,1511,161,Brooklyn,2009,023400
1218.0,45192.0,2564,1083,1011,165,Brooklyn,2009,023500
1089.0,30000.0,5309,4639,1737,91,Brooklyn,2009,023600
1089.0,25673.0,3622,2706,732,8,Brooklyn,2009,023700
1083.0,33100.0,5114,4938,1499,93,Brooklyn,2009,023800
1604.0,23889.0,2061,1714,394,22,Brooklyn,2009,023900
962.0,35529.0,4646,4033,1538,85,Brooklyn,2009,024000
1125.0,39426.0,2136,490,992,171,Brooklyn,2009,024100
1144.0,41214.0,2910,2610,835,103,Brooklyn,2009,024200
895.0,26205.0,3854,236,1834,352,Brooklyn,2009,024300
1129.0,36685.0,3937,3309,1049,104,Brooklyn,2009,024400
961.0,40511.0,3858,210,1963,408,Brooklyn,2009,024500
1057.0,45500.0,3039,2260,1047,83,Brooklyn,2009,024600
905.0,35972.0,2144,203,1107,241,Brooklyn,2009,024700
1061.0,43063.0,2370,1296,877,42,Brooklyn,2009,024800
937.0,38693.0,4517,146,1919,355,Brooklyn,2009,024900
1285.0,62745.0,1715,544,535,26,Brooklyn,2009,025000
740.0,27788.0,4193,192,1414,131,Brooklyn,2009,025100
1054.0,39931.0,5453,2508,1909,41,Brooklyn,2009,025200
945.0,43641.0,2480,51,1093,177,Brooklyn,2009,025300
960.0,45042.0,3178,1249,1191,45,Brooklyn,2009,025400
404.0,17290.0,5251,38,1723,0,Brooklyn,2009,025500
807.0,37583.0,3273,1862,1058,53,Brooklyn,2009,025600
1081.0,28571.0,2154,118,684,96,Brooklyn,2009,025700
956.0,39318.0,5122,2767,1714,0,Brooklyn,2009,025800
1123.0,26014.0,1765,228,677,89,Brooklyn,2009,025901
419.0,18269.0,3739,0,1096,0,Brooklyn,2009,025902
1098.0,44063.0,3652,1836,1155,80,Brooklyn,2009,026000
819.0,28214.0,4135,205,2013,417,Brooklyn,2009,026100
941.0,41591.0,2290,1083,807,55,Brooklyn,2009,026200
892.0,35859.0,1744,34,859,124,Brooklyn,2009,026300
1002.0,44344.0,4122,2043,1708,178,Brooklyn,2009,026400
1023.0,38700.0,3865,132,1566,138,Brooklyn,2009,026500
1125.0,53718.0,3389,1922,1192,107,Brooklyn,2009,026600
1103.0,54663.0,4607,318,2046,325,Brooklyn,2009,026700
1086.0,46389.0,4293,2478,1519,97,Brooklyn,2009,026800
932.0,18022.0,2469,66,1337,305,Brooklyn,2009,026900
1009.0,29681.0,1981,1348,947,157,Brooklyn,2009,027000
795.0,28150.0,4582,143,1423,80,Brooklyn,2009,043300
1099.0,44867.0,3660,1779,1312,69,Brooklyn,2009,043400
1112.0,28173.0,4484,155,1464,164,Brooklyn,2009,043500
1000.0,32230.0,4348,2232,1580,65,Brooklyn,2009,043600
1039.0,24307.0,4808,271,1657,165,Brooklyn,2009,043700
1119.0,47042.0,2853,2304,946,15,Brooklyn,2009,043800
942.0,33048.0,3362,139,1195,82,Brooklyn,2009,043900
1219.0,63606.0,2926,2505,971,50,Brooklyn,2009,044000
942.0,33125.0,6188,344,1954,156,Brooklyn,2009,044100
1341.0,62365.0,2955,2744,976,174,Brooklyn,2009,044200
1009.0,39327.0,5666,809,1839,124,Brooklyn,2009,044300
1033.0,37679.0,3233,2786,1246,83,Brooklyn,2009,044400
1106.0,37159.0,4945,634,1572,142,Brooklyn,2009,044500
968.0,40954.0,1892,1100,667,46,Brooklyn,2009,044600
861.0,32609.0,1307,270,652,142,Brooklyn,2009,044700
1043.0,47734.0,1498,1367,529,46,Brooklyn,2009,044800
1267.0,31157.0,1272,896,643,22,Brooklyn,2009,045000
1179.0,61563.0,2509,2424,937,56,Brooklyn,2009,045200
965.0,40431.0,1995,444,580,38,Brooklyn,2009,045300
1202.0,62396.0,1605,1473,600,67,Brooklyn,2009,045400
1091.0,32824.0,2227,1955,899,0,Brooklyn,2009,045600
457.0,56758.0,1507,1507,582,71,Brooklyn,2009,045800
961.0,46107.0,2567,1518,1137,120,Brooklyn,2009,046001
792.0,76389.0,519,299,196,0,Brooklyn,2009,046002
848.0,27234.0,2474,2164,1074,130,Brooklyn,2009,046201
1299.0,45938.0,1848,1615,500,24,Brooklyn,2009,046202
1210.0,39833.0,3476,3324,738,30,Brooklyn,2009,046400
290.0,16228.0,2070,68,790,23,Brooklyn,2009,046500
1227.0,48233.0,1401,1374,367,24,Brooklyn,2009,046800
1365.0,50979.0,3806,3806,892,21,Brooklyn,2009,047000
1398.0,67614.0,3126,3070,801,90,Brooklyn,2009,047200
1284.0,68150.0,846,493,331,65,Brooklyn,2009,047300
1282.0,36250.0,2938,2842,881,47,Brooklyn,2009,047400
880.0,26431.0,2969,2880,1063,72,Brooklyn,2009,047600
1335.0,50298.0,2786,1756,1350,38,Brooklyn,2009,047700
1044.0,50313.0,5269,4215,1327,213,Brooklyn,2009,047800
991.0,37284.0,3644,2544,1118,42,Brooklyn,2009,048000
1102.0,54360.0,2632,1068,1307,106,Brooklyn,2009,048100
922.0,29962.0,5677,3603,1995,85,Brooklyn,2009,048200
1484.0,53606.0,712,157,297,65,Brooklyn,2009,048300
1027.0,35740.0,4602,2869,1716,59,Brooklyn,2009,048400
988.0,36439.0,3450,1003,990,0,Brooklyn,2009,048600
1786.0,49107.0,1289,585,509,53,Brooklyn,2009,048700
1087.0,36133.0,5177,2744,1524,93,Brooklyn,2009,048800
388.0,12454.0,4584,0,1529,18,Brooklyn,2009,048900
1020.0,39174.0,6939,4056,2313,122,Brooklyn,2009,049000
658.0,24963.0,5892,469,2445,111,Brooklyn,2009,049100
1038.0,47939.0,3602,2025,1135,70,Brooklyn,2009,049200
537.0,19416.0,8070,833,3133,165,Brooklyn,2009,049300
1081.0,41807.0,5981,3520,2126,34,Brooklyn,2009,049400
1222.0,57448.0,2602,1711,1140,111,Brooklyn,2009,049500
950.0,42321.0,3458,1898,1421,109,Brooklyn,2009,049600
1544.0,47123.0,2431,2095,1362,158,Brooklyn,2009,049700
1126.0,56458.0,4389,1821,1578,151,Brooklyn,2009,049800
892.0,34938.0,1399,1186,754,106,Brooklyn,2009,049900
1121.0,44592.0,3906,2283,1651,108,Brooklyn,2009,050000
1297.0,53313.0,2669,2108,1384,58,Brooklyn,2009,050100
1473.0,79881.0,2316,1843,821,21,Brooklyn,2009,050201
687.0,88036.0,2633,2107,1121,14,Brooklyn,2009,050202
1357.0,63245.0,2836,1975,1240,8,Brooklyn,2009,050300
1129.0,67679.0,5352,2886,2065,40,Brooklyn,2009,050400
587.0,23533.0,4173,662,1777,154,Brooklyn,2009,050500
1021.0,31055.0,6433,562,2085,171,Brooklyn,2009,050600
790.0,19441.0,1888,1065,425,0,Brooklyn,2009,050700
987.0,33761.0,13168,597,4799,307,Brooklyn,2009,050800
1273.0,26964.0,3757,3443,637,39,Brooklyn,2009,050900
968.0,35307.0,8275,164,3226,226,Brooklyn,2009,051000
792.0,22354.0,3308,567,1562,33,Brooklyn,2009,051100
977.0,41804.0,6593,498,2479,118,Brooklyn,2009,051200
1182.0,51352.0,4560,1999,1895,196,Brooklyn,2009,051300
1054.0,37946.0,7715,636,2820,128,Brooklyn,2009,051400
1325.0,50739.0,825,557,470,0,Brooklyn,2009,051500
977.0,34864.0,9431,461,3327,181,Brooklyn,2009,051600
1278.0,78333.0,1551,1204,730,22,Brooklyn,2009,051700
960.0,42333.0,3300,856,1360,52,Brooklyn,2009,051800
1542.0,54309.0,3216,2140,1629,85,Brooklyn,2009,051900
1035.0,53098.0,4202,1142,1426,13,Brooklyn,2009,052000
961.0,70667.0,850,532,378,44,Brooklyn,2009,052200
808.0,25725.0,5674,1575,2215,117,Brooklyn,2009,052300
1247.0,82804.0,2468,1156,851,2,Brooklyn,2009,052400
441.0,13313.0,3095,1837,1200,74,Brooklyn,2009,052500
1058.0,54222.0,4086,1413,1700,99,Brooklyn,2009,052600
832.0,35662.0,7510,1345,2491,56,Brooklyn,2009,052700
1328.0,80481.0,1893,1159,750,51,Brooklyn,2009,052800
966.0,24609.0,3808,3401,1039,206,Brooklyn,2009,052900
1043.0,65123.0,3201,2241,1191,107,Brooklyn,2009,053000
1384.0,29650.0,6315,6000,1285,147,Brooklyn,2009,053100
958.0,54122.0,3245,2145,1042,34,Brooklyn,2009,053200
986.0,18030.0,8483,8098,1899,87,Brooklyn,2009,053300
1130.0,49771.0,4499,3330,1333,44,Brooklyn,2009,053400
1049.0,19931.0,4963,4735,1206,89,Brooklyn,2009,053500
1012.0,37614.0,542,404,299,0,Brooklyn,2009,053600
1184.0,22321.0,3397,3370,617,0,Brooklyn,2009,053700
1132.0,34846.0,4520,3884,2107,62,Brooklyn,2009,053800
835.0,21300.0,3970,3298,946,0,Brooklyn,2009,053900
1058.0,53516.0,2509,2047,952,94,Brooklyn,2009,054000
1123.0,44543.0,5348,4386,1686,83,Brooklyn,2009,054200
1049.0,61198.0,3673,3039,1365,0,Brooklyn,2009,054400
387.0,20431.0,7364,5056,2183,96,Brooklyn,2009,054500
973.0,26623.0,4264,3731,1913,81,Brooklyn,2009,054600
735.0,27740.0,4978,3968,1121,92,Brooklyn,2009,054700
1054.0,41771.0,1975,1715,766,28,Brooklyn,2009,054800
1513.0,67432.0,3030,2041,1070,63,Brooklyn,2009,054900
906.0,27639.0,3756,3315,1418,34,Brooklyn,2009,055000
955.0,38138.0,4395,1685,2061,75,Brooklyn,2009,055100
1108.0,34267.0,3671,2224,1510,52,Brooklyn,2009,055200
1220.0,55250.0,2426,1597,1234,81,Brooklyn,2009,055300
1050.0,33563.0,3756,3118,1638,61,Brooklyn,2009,055400
1419.0,81696.0,1068,869,606,83,Brooklyn,2009,055500
958.0,49914.0,4039,3685,1440,135,Brooklyn,2009,055600
1885.0,61776.0,1392,1258,664,47,Brooklyn,2009,055700
976.0,39526.0,2560,2071,962,0,Brooklyn,2009,055800
950.0,68750.0,100,30,42,0,Brooklyn,2009,055900
1083.0,35893.0,3544,3294,1473,32,Brooklyn,2009,056000
1043.0,51375.0,4450,2346,2111,224,Brooklyn,2009,056300
820.0,55250.0,1699,1451,1029,209,Brooklyn,2009,056400
1158.0,52786.0,3180,2402,1717,174,Brooklyn,2009,056500
1109.0,52147.0,2692,1695,1087,34,Brooklyn,2009,056600
1079.0,53750.0,3090,2485,1499,61,Brooklyn,2009,056700
896.0,48333.0,1409,812,541,13,Brooklyn,2009,056800
1389.0,53289.0,1503,1287,782,52,Brooklyn,2009,056900
825.0,56786.0,3149,2227,1514,188,Brooklyn,2009,057000
1147.0,54145.0,4449,3959,2222,175,Brooklyn,2009,057100
413.0,14079.0,5489,1247,2219,94,Brooklyn,2009,057200
1129.0,49464.0,2008,1730,1172,122,Brooklyn,2009,057300
1206.0,64417.0,3391,2241,971,43,Brooklyn,2009,057400
1014.0,56429.0,3712,2799,2003,389,Brooklyn,2009,057500
1154.0,54250.0,2852,1625,947,10,Brooklyn,2009,057600
1561.0,51016.0,706,374,313,34,Brooklyn,2009,057700
982.0,53061.0,2812,1571,1107,99,Brooklyn,2009,057800
1095.0,38098.0,1255,476,516,67,Brooklyn,2009,057900
982.0,41349.0,3666,1522,1272,133,Brooklyn,2009,058000
954.0,31477.0,2724,1571,1048,52,Brooklyn,2009,058200
941.0,40765.0,3820,3125,1548,106,Brooklyn,2009,058400
1093.0,40341.0,2604,914,826,42,Brooklyn,2009,058600
998.0,43832.0,3147,2441,1450,103,Brooklyn,2009,058800
1158.0,72083.0,1720,1568,870,118,Brooklyn,2009,058900
1186.0,45230.0,2383,583,645,36,Brooklyn,2009,059000
1150.0,50489.0,4187,3551,1852,107,Brooklyn,2009,059100
996.0,50448.0,4205,2517,1672,75,Brooklyn,2009,059200
1184.0,41806.0,1778,1517,964,148,Brooklyn,2009,059300
934.0,55606.0,7526,3596,2946,300,Brooklyn,2009,059401
1009.0,56338.0,4847,3938,2155,207,Brooklyn,2009,059402
716.0,34931.0,2455,2127,1197,91,Brooklyn,2009,059600
1189.0,56667.0,3336,2597,1403,109,Brooklyn,2009,059800
997.0,57988.0,6471,5068,2773,130,Brooklyn,2009,060000
976.0,44654.0,2526,2124,1194,143,Brooklyn,2009,060600
1009.0,49760.0,2939,2420,1524,120,Brooklyn,2009,060800
892.0,26198.0,6228,5308,3566,233,Brooklyn,2009,061001
1029.0,43972.0,4011,3847,2286,315,Brooklyn,2009,061002
1007.0,77262.0,1002,1002,475,51,Brooklyn,2009,061200
906.0,97862.0,896,870,351,52,Brooklyn,2009,061400
845.0,63750.0,1947,1855,591,81,Brooklyn,2009,061600
964.0,91375.0,956,886,355,28,Brooklyn,2009,061800
1124.0,45368.0,3175,2870,1316,153,Brooklyn,2009,062200
938.0,39896.0,2531,1700,1096,61,Brooklyn,2009,062600
980.0,69732.0,5216,4775,2084,182,Brooklyn,2009,062800
2001.0,75321.0,1397,1228,700,69,Brooklyn,2009,063200
1108.0,62381.0,1543,1336,646,0,Brooklyn,2009,063800
683.0,91336.0,1908,1702,575,4,Brooklyn,2009,064000
1039.0,61250.0,2621,2423,965,181,Brooklyn,2009,064200
1120.0,66094.0,2374,1974,804,143,Brooklyn,2009,064400
1173.0,79851.0,2254,1944,704,35,Brooklyn,2009,064600
1317.0,56204.0,2172,1271,698,40,Brooklyn,2009,064800
881.0,51522.0,1472,426,500,12,Brooklyn,2009,065000
1063.0,119821.0,1561,1067,463,0,Brooklyn,2009,065200
