geoid,year,total_permits,major_alterations,minor_alterations,new_buildings
015302,2018,119,0,119,0
015302,2019,69,2,67,0
015302,2020,59,2,57,0
015302,2021,2,2,0,0
015302,2022,1,1,0,0
015302,2023,3,0,3,0
015400,2009,11,2,9,0
015400,2010,18,1,14,3
015400,2011,22,1,17,4
015400,2012,40,0,35,5
015400,2013,5,0,5,0
015400,2014,22,1,21,0
015400,2015,23,1,17,5
015400,2016,14,0,14,0
015400,2017,22,0,15,7
015400,2018,54,1,53,0
015400,2019,27,0,27,0
015400,2020,26,2,24,0
015400,2021,4,0,4,0
015400,2022,13,0,13,0
015400,2023,6,0,6,0
015401,2009,22,0,22,0
015401,2010,31,0,31,0
015401,2011,49,0,49,0
015401,2012,37,4,33,0
015401,2013,72,0,72,0
015401,2014,37,3,34,0
015401,2015,58,2,56,0
015401,2016,57,6,51,0
015401,2017,40,4,36,0
015401,2018,52,0,52,0
015401,2019,31,0,31,0
015401,2020,37,1,36,0
015401,2022,1,0,1,0
015402,2009,106,2,104,0
015402,2010,54,4,50,0
015402,2011,72,2,70,0
015402,2012,58,0,58,0
015402,2013,29,0,29,0
015402,2014,51,0,40,11
015402,2015,76,0,75,1
015402,2016,62,0,53,9
015402,2017,78,2,76,0
015402,2018,85,0,77,8
015402,2019,46,6,40,0
015402,2020,26,0,26,0
015402,2021,1,0,1,0
015403,2009,20,0,20,0
015403,2010,20,0,20,0
015403,2011,35,2,31,2
015403,2012,27,0,27,0
015403,2013,49,1,42,6
015403,2014,46,0,46,0
015403,2015,107,3,104,0
015403,2016,25,0,25,0
015403,2017,21,0,21,0
015403,2018,21,0,21,0
015403,2019,18,0,18,0
015403,2020,4,0,4,0
015500,2009,117,1,113,3
015500,2010,140,22,114,4
015500,2011,174,25,147,2
015500,2012,154,13,139,2
015500,2013,168,13,155,0
015500,2014,131,15,115,1
015500,2015,155,0,149,6
015500,2016,163,10,153,0
015500,2017,147,15,131,1
015500,2018,148,26,122,0
015500,2019,102,15,87,0
015500,2020,64,3,61,0
015500,2021,22,4,18,0
015500,2022,16,0,16,0
015500,2023,9,1,8,0
015501,2009,98,0,98,0
015501,2010,73,0,73,0
015501,2011,77,0,77,0
015501,2012,81,0,74,7
015501,2013,74,0,74,0
015501,2014,46,1,45,0
015501,2015,85,0,85,0
015501,2016,94,0,87,7
015501,2017,75,0,74,1
015501,2018,78,6,72,0
015501,2019,40,0,40,0
015501,2020,43,0,43,0
015501,2021,3,0,3,0
015501,2023,1,1,0,0
015502,2009,46,0,46,0
015502,2010,34,0,34,0
015502,2011,46,0,46,0
015502,2012,37,0,37,0
015502,2013,47,0,47,0
015502,2014,42,0,42,0
015502,2015,40,0,40,0
015502,2016,49,0,49,0
015502,2017,39,0,39,0
015502,2018,35,0,35,0
015502,2019,29,0,29,0
015502,2020,26,0,26,0
015600,2009,7,5,2,0
015600,2010,14,1,12,1
015600,2011,22,3,19,0
015600,2012,25,1,24,0
015600,2013,21,4,17,0
015600,2014,26,4,22,0
015600,2015,14,0,14,0
015600,2016,21,3,18,0
015600,2017,29,6,23,0
015600,2018,25,4,21,0
015600,2019,13,0,13,0
015600,2020,13,0,8,5
015600,2021,12,0,12,0
015600,2022,10,0,10,0
015600,2023,8,0,8,0
015601,2009,140,14,106,20
015601,2010,146,14,123,9
015601,2011,121,11,102,8
015601,2012,150,6,135,9
015601,2013,134,5,121,8
015601,2014,154,11,132,11
015601,2015,222,12,174,36
015601,2016,168,29,138,1
015601,2017,176,17,143,16
015601,2018,162,9,134,19
015601,2019,110,11,81,18
015601,2020,93,10,69,14
015601,2021,79,4,69,6
015601,2022,56,2,54,0
015601,2023,36,0,36,0
015602,2009,76,14,59,3
015602,2010,84,6,77,1
015602,2011,53,13,37,3
015602,2012,60,5,49,6
015602,2013,57,6,50,1
015602,2014,73,6,64,3
015602,2015,80,6,71,3
015602,2016,56,14,42,0
015602,2017,55,7,41,7
015602,2018,66,4,62,0
015602,2019,53,11,41,1
015602,2020,35,13,20,2
015602,2021,30,1,29,0
015602,2022,23,0,23,0
015602,2023,10,0,10,0
015603,2009,36,5,26,5
015603,2010,24,5,17,2
015603,2011,42,7,21,14
015603,2012,42,2,26,14
015603,2013,74,6,60,8
015603,2014,61,0,56,5
015603,2015,72,8,55,9
015603,2016,71,15,50,6
015603,2017,58,12,39,7
015603,2018,64,7,52,5
015603,2019,32,4,24,4
015603,2020,37,8,20,9
015603,2021,39,2,37,0
015603,2022,37,0,37,0
015603,2023,18,0,18,0
015700,2009,346,20,324,2
015700,2010,391,29,360,2
015700,2011,389,17,372,0
015700,2012,417,22,393,2
015700,2013,445,14,421,10
015700,2014,422,22,400,0
015700,2015,433,25,395,13
015700,2016,481,19,452,10
015700,2017,470,13,438,19
015700,2018,393,23,363,7
015700,2019,296,14,273,9
015700,2020,180,9,166,5
015700,2021,34,4,30,0
015700,2022,16,1,15,0
015700,2023,16,1,15,0
015800,2009,25,0,25,0
015800,2010,19,2,17,0
015800,2011,3,2,1,0
015800,2012,2,0,2,0
015800,2013,13,1,12,0
015800,2014,2,0,2,0
015800,2015,11,1,10,0
015800,2016,3,0,2,1
015800,2017,20,0,18,2
015800,2018,25,0,25,0
015800,2019,6,0,3,3
015800,2020,8,0,8,0
015800,2021,2,0,2,0
015800,2022,3,1,2,0
015800,2023,4,0,4,0
015801,2009,145,9,131,5
015801,2010,207,20,185,2
015801,2011,188,9,174,5
015801,2012,206,21,183,2
015801,2013,171,14,157,0
015801,2014,182,13,169,0
015801,2015,177,12,165,0
015801,2016,188,7,181,0
015801,2017,179,19,160,0
015801,2018,137,7,129,1
015801,2019,109,10,97,2
015801,2020,94,2,92,0
015801,2021,45,2,43,0
015801,2022,24,0,24,0
015801,2023,21,0,21,0
015802,2009,60,11,49,0
015802,2010,77,0,76,1
015802,2011,97,8,80,9
015802,2012,72,4,68,0
015802,2013,73,6,65,2
015802,2014,77,1,76,0
015802,2015,69,3,64,2
015802,2016,85,4,81,0
015802,2017,79,2,75,2
015802,2018,88,8,73,7
015802,2019,64,2,61,1
015802,2020,24,2,22,0
015802,2021,45,0,45,0
015802,2022,8,0,8,0
015802,2023,12,1,11,0
015900,2009,344,34,310,0
015900,2010,362,26,333,3
015900,2011,341,24,317,0
015900,2012,400,47,353,0
015900,2013,362,18,344,0
015900,2014,386,26,360,0
015900,2015,348,24,324,0
015900,2016,467,47,408,12
015900,2017,463,34,416,13
015900,2018,323,16,295,12
015900,2019,236,15,221,0
015900,2020,249,10,238,1
015900,2021,29,2,26,1
015900,2022,8,1,7,0
015900,2023,5,0,5,0
016000,2009,75,8,62,5
016000,2010,85,6,79,0
016000,2011,61,10,49,2
016000,2012,64,6,55,3
016000,2013,71,3,68,0
016000,2014,49,3,46,0
016000,2015,120,1,112,7
016000,2016,68,6,53,9
016000,2017,90,5,85,0
016000,2018,65,1,64,0
016000,2019,66,0,54,12
016000,2020,45,4,41,0
016000,2021,19,1,18,0
016000,2022,19,1,18,0
016000,2023,9,0,9,0
016001,2009,127,9,118,0
016001,2010,161,8,153,0
016001,2011,194,18,176,0
016001,2012,206,2,204,0
016001,2013,211,9,202,0
016001,2014,193,17,176,0
016001,2015,188,7,181,0
016001,2016,164,7,157,0
016001,2017,214,5,209,0
016001,2018,139,5,134,0
016001,2019,121,16,105,0
016001,2020,96,9,87,0
016001,2021,6,0,6,0
016001,2022,1,1,0,0
016002,2009,78,3,75,0
016002,2010,70,3,67,0
016002,2011,71,3,68,0
016002,2012,74,0,74,0
016002,2013,83,0,83,0
016002,2014,54,0,54,0
016002,2015,106,0,106,0
016002,2016,81,0,81,0
016002,2017,39,0,39,0
016002,2018,61,1,60,0
016002,2019,61,2,59,0
016002,2020,15,0,15,0
016100,2009,247,14,225,8
016100,2010,284,20,258,6
016100,2011,325,10,311,4
016100,2012,317,16,291,10
016100,2013,349,8,336,5
016100,2014,404,27,366,11
016100,2015,407,24,370,13
016100,2016,346,39,303,4
016100,2017,291,13,270,8
016100,2018,281,15,258,8
016100,2019,238,7,219,12
016100,2020,230,3,225,2
016100,2021,31,0,31,0
016100,2022,2,0,2,0
016100,2023,9,2,7,0
016200,2009,62,2,59,1
016200,2010,63,0,63,0
016200,2011,42,1,41,0
016200,2012,52,3,49,0
016200,2013,61,3,56,2
016200,2014,103,6,93,4
016200,2015,96,0,96,0
016200,2016,79,2,71,6
016200,2017,77,1,70,6
016200,2018,57,1,55,1
016200,2019,56,5,46,5
016200,2020,24,1,23,0
016200,2021,13,1,12,0
016200,2022,14,0,14,0
016200,2023,10,0,10,0
016300,2009,259,12,241,6
016300,2010,268,18,250,0
016300,2011,342,14,318,10
016300,2012,344,27,317,0
016300,2013,277,2,275,0
016300,2014,376,21,326,29
016300,2015,352,19,331,2
016300,2016,351,33,318,0
016300,2017,361,16,345,0
016300,2018,300,31,269,0
016300,2019,216,4,206,6
016300,2020,145,2,143,0
016300,2021,33,0,33,0
016300,2022,17,2,15,0
016300,2023,5,0,5,0
016400,2009,135,5,130,0
016400,2010,59,4,55,0
016400,2011,64,14,44,6
016400,2012,78,1,70,7
016400,2013,57,2,55,0
016400,2014,52,0,51,1
016400,2015,53,1,51,1
016400,2016,49,1,48,0
016400,2017,54,1,53,0
016400,2018,95,5,87,3
016400,2019,90,7,76,7
016400,2020,44,1,39,4
016400,2021,16,0,13,3
016400,2022,26,1,25,0
016400,2023,14,0,14,0
016500,2009,196,8,188,0
016500,2010,276,6,268,2
016500,2011,336,25,311,0
016500,2012,363,34,325,4
016500,2013,317,34,280,3
016500,2014,294,19,275,0
016500,2015,306,27,278,1
016500,2016,339,14,325,0
016500,2017,393,34,349,10
016500,2018,370,18,344,8
016500,2019,254,11,243,0
016500,2020,134,17,117,0
016500,2021,17,0,17,0
016500,2022,2,0,2,0
016500,2023,5,0,5,0
016600,2009,138,6,132,0
016600,2010,103,4,94,5
016600,2011,108,4,100,4
016600,2012,85,5,79,1
016600,2013,106,4,98,4
016600,2014,163,8,145,10
016600,2015,160,8,143,9
016600,2016,173,14,159,0
016600,2017,192,8,184,0
016600,2018,125,7,118,0
016600,2019,105,12,82,11
016600,2020,68,4,64,0
016600,2021,38,0,38,0
016600,2022,37,0,37,0
016600,2023,29,0,29,0
016700,2009,226,10,215,1
016700,2010,249,15,234,0
016700,2011,304,21,283,0
016700,2012,287,6,281,0
016700,2013,264,8,256,0
016700,2014,303,18,280,5
016700,2015,234,10,214,10
016700,2016,325,12,306,7
016700,2017,302,14,287,1
016700,2018,291,22,269,0
016700,2019,211,16,195,0
016700,2020,131,2,129,0
016700,2021,25,0,25,0
016700,2022,16,0,16,0
016700,2023,8,0,8,0
016800,2009,181,10,158,13
016800,2010,149,4,145,0
016800,2011,208,1,207,0
016800,2012,184,0,184,0
016800,2013,169,3,166,0
016800,2014,230,5,225,0
016800,2015,189,11,178,0
016800,2016,148,3,145,0
016800,2017,213,6,204,3
016800,2018,202,4,198,0
016800,2019,83,1,81,1
016800,2020,98,3,88,7
016800,2021,22,2,20,0
016800,2022,12,0,12,0
016800,2023,10,0,10,0
016900,2009,170,12,152,6
016900,2010,263,27,236,0
016900,2011,358,29,328,1
016900,2012,268,24,244,0
016900,2013,295,30,265,0
016900,2014,256,20,232,4
016900,2015,261,19,236,6
016900,2016,268,35,233,0
016900,2017,280,20,255,5
016900,2018,284,17,265,2
016900,2019,228,5,211,12
016900,2020,182,13,162,7
016900,2021,24,0,24,0
016900,2022,18,0,18,0
016900,2023,17,1,16,0
016901,2009,43,8,27,8
016901,2010,26,4,21,1
016901,2011,45,10,28,7
016901,2012,11,3,4,4
016901,2013,20,1,14,5
016901,2014,30,0,27,3
016901,2015,26,5,21,0
016901,2016,42,5,35,2
016901,2017,34,4,30,0
016901,2018,42,2,40,0
016901,2019,31,6,24,1
016901,2020,27,7,20,0
016901,2021,17,0,17,0
016901,2022,17,0,17,0
016901,2023,7,0,7,0
017000,2009,90,4,82,4
017000,2010,64,1,63,0
017000,2011,68,6,55,7
017000,2012,77,7,65,5
017000,2013,149,15,132,2
017000,2014,117,4,103,10
017000,2015,123,12,111,0
017000,2016,113,7,96,10
017000,2017,105,8,95,2
017000,2018,93,5,88,0
017000,2019,95,3,91,1
017000,2020,47,4,38,5
017000,2021,32,0,32,0
017000,2022,13,0,13,0
017000,2023,12,0,12,0
017005,2009,67,8,51,8
017005,2010,53,8,32,13
017005,2011,91,6,50,35
017005,2012,67,13,35,19
017005,2013,112,6,62,44
017005,2014,145,0,99,46
017005,2015,100,6,88,6
017005,2016,82,8,64,10
017005,2017,90,10,57,23
017005,2018,114,3,75,36
017005,2019,71,8,46,17
017005,2020,27,2,25,0
017005,2021,52,0,41,11
017005,2022,40,0,40,0
017005,2023,35,0,35,0
017007,2009,167,0,9,158
017007,2010,9,0,6,3
017007,2011,8,0,8,0
017007,2012,42,0,4,38
017007,2013,13,2,11,0
017007,2014,81,0,81,0
017007,2015,13,0,13,0
017007,2016,29,0,29,0
017007,2017,49,0,34,15
017007,2018,26,0,26,0
017007,2019,24,0,20,4
017007,2020,43,0,43,0
017007,2021,34,0,34,0
017007,2022,31,0,31,0
017007,2023,13,0,13,0
017009,2009,43,10,22,11
017009,2010,36,4,19,13
017009,2011,26,5,13,8
017009,2012,33,5,18,10
017009,2013,60,8,35,17
017009,2014,91,2,84,5
017009,2015,100,6,80,14
017009,2016,114,10,76,28
017009,2017,72,6,51,15
017009,2018,51,9,35,7
017009,2019,61,7,36,18
017009,2020,41,3,23,15
017009,2021,44,0,41,3
017009,2022,41,0,41,0
017009,2023,22,0,22,0
017011,2009,20,3,15,2
017011,2010,11,4,5,2
017011,2011,24,4,12,8
017011,2012,19,2,10,7
017011,2013,30,4,25,1
017011,2014,101,1,72,28
017011,2015,44,1,41,2
017011,2016,43,1,34,8
017011,2017,24,0,21,3
017011,2018,47,3,33,11
017011,2019,41,3,26,12
017011,2020,44,15,21,8
017011,2021,24,0,20,4
017011,2022,30,0,30,0
017011,2023,10,0,10,0
017012,2009,10,0,9,1
017012,2010,10,2,8,0
017012,2011,12,1,11,0
017012,2012,25,1,14,10
017012,2013,59,0,49,10
017012,2014,68,0,63,5
017012,2015,52,2,46,4
017012,2016,39,1,34,4
017012,2017,21,0,21,0
017012,2018,26,3,23,0
017012,2019,31,2,25,4
017012,2020,24,0,19,5
017012,2021,35,0,35,0
017012,2022,16,0,16,0
017012,2023,15,0,15,0
017013,2009,14,3,11,0
017013,2010,9,1,8,0
017013,2011,10,0,10,0
017013,2012,10,0,10,0
017013,2013,18,0,18,0
017013,2014,24,0,24,0
017013,2015,17,0,17,0
017013,2016,26,0,26,0
017013,2017,32,1,31,0
017013,2018,42,0,42,0
017013,2019,24,0,24,0
017013,2020,24,0,24,0
017013,2021,35,0,35,0
017013,2022,18,0,18,0
017013,2023,24,1,23,0
017014,2009,11,4,7,0
017014,2010,13,1,8,4
017014,2011,8,3,5,0
017014,2012,3,2,1,0
017014,2013,18,2,16,0
017014,2014,39,3,30,6
017014,2015,30,3,27,0
017014,2016,35,6,18,11
017014,2017,23,0,15,8
017014,2018,35,3,28,4
017014,2019,40,1,29,10
017014,2020,21,1,7,13
017014,2021,58,1,31,26
017014,2022,17,2,15,0
017014,2023,15,0,15,0
017015,2009,17,3,11,3
017015,2010,9,3,4,2
017015,2013,19,0,15,4
017015,2014,48,0,36,12
017015,2015,38,1,36,1
017015,2016,38,0,25,13
017015,2017,12,0,12,0
017015,2018,32,0,20,12
017015,2019,18,1,17,0
017015,2020,18,2,11,5
017015,2021,11,0,11,0
017015,2022,20,0,20,0
017015,2023,5,0,5,0
017016,2009,9,0,9,0
017016,2010,13,4,7,2
017016,2011,2,2,0,0
017016,2012,13,0,13,0
017016,2013,36,2,34,0
017016,2014,75,0,75,0
017016,2015,58,0,58,0
017016,2016,37,0,37,0
017016,2017,23,0,23,0
017016,2018,37,0,37,0
017016,2019,33,2,31,0
017016,2020,33,0,33,0
017016,2021,32,3,29,0
017016,2022,34,0,34,0
017016,2023,28,0,28,0
017100,2009,249,14,235,0
017100,2010,240,10,230,0
017100,2011,299,12,287,0
017100,2012,279,3,276,0
017100,2013,265,19,246,0
017100,2014,254,15,239,0
017100,2015,250,6,244,0
017100,2016,277,0,277,0
017100,2017,230,10,220,0
017100,2018,248,14,234,0
017100,2019,197,16,171,10
017100,2020,167,8,159,0
017100,2021,21,0,21,0
017100,2022,17,0,17,0
017100,2023,15,0,15,0
017101,2010,4,0,4,0
017101,2011,3,0,3,0
017101,2012,2,0,2,0
017101,2013,6,0,6,0
017101,2014,2,0,2,0
017101,2015,13,1,12,0
017101,2016,7,3,4,0
017101,2017,6,1,5,0
017101,2018,1,0,1,0
017101,2019,4,0,4,0
017101,2020,5,2,3,0
017101,2022,2,0,1,1
017102,2009,55,4,51,0
017102,2010,73,4,69,0
017102,2011,60,1,54,5
017102,2012,63,3,60,0
017102,2013,74,2,65,7
017102,2014,46,3,43,0
017102,2015,47,3,44,0
017102,2016,63,0,63,0
017102,2017,35,0,35,0
017102,2018,42,2,40,0
017102,2019,37,2,25,10
017102,2020,37,4,33,0
017102,2021,4,0,4,0
017102,2023,1,0,1,0
017200,2009,153,9,136,8
017200,2010,132,5,120,7
017200,2011,112,4,106,2
017200,2012,112,3,104,5
017200,2013,92,9,78,5
017200,2014,97,2,95,0
017200,2015,124,6,109,9
017200,2016,158,17,138,3
017200,2017,165,6,141,18
017200,2018,93,7,86,0
017200,2019,77,5,71,1
017200,2020,52,3,49,0
017200,2021,13,0,13,0
017200,2022,21,0,21,0
017200,2023,13,0,13,0
017300,2009,169,9,160,0
017300,2010,175,25,147,3
017300,2011,259,10,237,12
017300,2012,242,25,217,0
017300,2013,267,20,245,2
017300,2014,270,13,240,17
017300,2015,324,23,293,8
017300,2016,222,9,213,0
017300,2017,245,16,216,13
017300,2018,190,10,171,9
017300,2019,141,5,136,0
017300,2020,129,12,112,5
017300,2021,31,3,27,1
017300,2022,39,0,39,0
017300,2023,11,1,10,0
017400,2009,20,1,19,0
017400,2010,8,0,8,0
017400,2011,9,3,6,0
017400,2012,9,1,8,0
017400,2013,11,6,5,0
017400,2014,7,0,7,0
017400,2015,23,2,19,2
017400,2016,18,1,14,3
017400,2017,33,5,19,9
017400,2018,23,0,23,0
017400,2019,32,0,30,2
017400,2020,17,0,17,0
017400,2021,15,0,15,0
017400,2022,15,0,15,0
017400,2023,13,1,12,0
017401,2009,54,0,54,0
017401,2010,69,3,66,0
017401,2011,17,0,17,0
017401,2012,29,0,29,0
017401,2013,30,0,30,0
017401,2014,57,0,57,0
017401,2015,38,0,38,0
017401,2016,56,2,54,0
017401,2017,33,0,33,0
017401,2018,44,0,44,0
017401,2019,46,6,40,0
017401,2020,19,1,18,0
017401,2021,11,3,5,3
017402,2009,9,0,9,0
017402,2010,14,0,14,0
017402,2011,24,1,23,0
017402,2012,3,0,3,0
017402,2013,23,0,21,2
017402,2014,30,2,24,4
017402,2015,14,0,13,1
017402,2016,22,0,21,1
017402,2017,19,0,19,0
017402,2018,26,0,20,6
017402,2019,23,3,13,7
017402,2020,54,0,49,5
017402,2021,2,0,2,0
017402,2022,1,0,1,0
017402,2023,7,0,7,0
017500,2009,188,5,183,0
017500,2010,254,3,243,8
017500,2011,243,21,221,1
017500,2012,237,7,230,0
017500,2013,284,8,275,1
017500,2014,235,5,230,0
017500,2015,290,8,273,9
017500,2016,252,7,245,0
017500,2017,390,5,382,3
017500,2018,267,5,262,0
017500,2019,236,16,220,0
017500,2020,129,1,124,4
017500,2021,2,0,2,0
017500,2022,1,0,1,0
017500,2023,1,0,1,0
017600,2009,99,25,69,5
017600,2010,82,4,63,15
017600,2011,100,14,61,25
017600,2012,87,11,65,11
017600,2013,63,4,49,10
017600,2014,181,11,126,44
017600,2015,148,9,124,15
017600,2016,118,6,94,18
017600,2017,144,3,120,21
017600,2018,134,7,103,24
017600,2019,65,2,56,7
017600,2020,84,1,75,8
017600,2021,78,0,70,8
017600,2022,84,1,80,3
017600,2023,48,1,47,0
017700,2009,152,7,137,8
017700,2010,194,17,166,11
017700,2011,166,12,154,0
017700,2012,213,2,206,5
017700,2013,158,6,152,0
017700,2014,193,24,166,3
017700,2015,234,8,226,0
017700,2016,218,18,200,0
017700,2017,209,3,206,0
017700,2018,152,5,147,0
017700,2019,97,6,91,0
017700,2020,101,2,99,0
017700,2021,8,0,8,0
017700,2022,5,0,5,0
017700,2023,1,1,0,0
017701,2009,79,12,63,4
017701,2010,67,7,52,8
017701,2011,68,11,55,2
017701,2012,64,9,54,1
017701,2013,130,5,122,3
017701,2014,125,13,100,12
017701,2015,134,16,111,7
017701,2016,86,7,67,12
017701,2017,121,11,99,11
017701,2018,104,9,93,2
017701,2019,88,4,61,23
017701,2020,78,7,58,13
017701,2021,66,2,64,0
017701,2022,43,0,43,0
017701,2023,29,0,29,0
017702,2009,41,14,20,7
017702,2010,51,1,47,3
017702,2011,36,6,26,4
017702,2012,48,16,29,3
017702,2013,47,11,35,1
017702,2014,64,5,58,1
017702,2015,56,5,47,4
017702,2016,70,10,60,0
017702,2017,63,1,62,0
017702,2018,78,8,62,8
017702,2019,60,13,41,6
017702,2020,64,9,39,16
017702,2021,48,0,48,0
017702,2022,33,0,33,0
017702,2023,23,0,23,0
017800,2009,128,0,128,0
017800,2010,130,5,120,5
017800,2011,97,10,80,7
017800,2012,134,11,120,3
017800,2013,95,4,79,12
017800,2014,100,3,87,10
017800,2015,83,3,79,1
017800,2016,135,2,127,6
017800,2017,144,6,136,2
017800,2018,108,2,90,16
017800,2019,100,10,65,25
017800,2020,56,8,45,3
017800,2021,45,0,42,3
017800,2022,17,0,17,0
017800,2023,16,0,16,0
017900,2009,157,8,149,0
017900,2010,162,3,159,0
017900,2011,157,6,151,0
017900,2012,151,7,144,0
017900,2013,205,11,194,0
017900,2014,191,2,177,12
017900,2015,169,5,159,5
017900,2016,184,1,172,11
017900,2017,238,10,214,14
017900,2018,147,1,139,7
017900,2019,111,4,107,0
017900,2020,114,8,106,0
017900,2021,17,0,17,0
017900,2022,10,0,10,0
017900,2023,2,0,2,0
017901,2009,25,4,21,0
017901,2010,32,0,32,0
017901,2011,65,2,60,3
017901,2012,33,2,31,0
017901,2013,35,0,35,0
017901,2014,37,2,35,0
017901,2015,44,0,44,0
017901,2016,53,1,44,8
017901,2017,34,0,32,2
017901,2018,24,0,22,2
017901,2019,15,1,14,0
017901,2020,18,0,15,3
017901,2021,2,0,2,0
017901,2022,2,0,2,0
017901,2023,4,0,4,0
017902,2009,86,6,80,0
017902,2010,100,5,95,0
017902,2011,77,0,75,2
017902,2012,86,1,85,0
017902,2013,99,8,91,0
017902,2014,105,5,96,4
017902,2015,78,0,77,1
017902,2016,72,4,68,0
017902,2017,67,0,67,0
017902,2018,45,6,39,0
017902,2019,51,3,44,4
017902,2020,32,4,28,0
017902,2021,12,0,12,0
017902,2022,7,0,7,0
017902,2023,2,0,2,0
018000,2009,140,2,132,6
018000,2010,95,3,87,5
018000,2011,74,4,65,5
018000,2012,95,6,89,0
018000,2013,89,4,81,4
018000,2014,88,5,83,0
018000,2015,184,0,176,8
018000,2016,114,7,107,0
018000,2017,114,1,108,5
018000,2018,73,2,70,1
018000,2019,78,8,70,0
018000,2020,63,9,54,0
018000,2021,31,3,27,1
018000,2022,24,2,17,5
018000,2023,7,0,7,0
018100,2009,242,25,206,11
018100,2010,248,27,209,12
018100,2011,307,19,268,20
018100,2012,244,42,192,10
018100,2013,357,31,249,77
018100,2014,376,27,313,36
018100,2015,338,26,289,23
018100,2016,323,36,279,8
018100,2017,326,34,287,5
018100,2018,299,35,248,16
018100,2019,146,15,125,6
018100,2020,185,16,162,7
018100,2021,53,0,53,0
018100,2022,14,0,14,0
018100,2023,22,0,22,0
018101,2009,23,3,20,0
018101,2010,16,1,15,0
018101,2011,26,0,26,0
018101,2012,33,1,32,0
018101,2013,15,0,15,0
018101,2014,32,1,31,0
018101,2015,39,4,35,0
018101,2016,42,5,37,0
018101,2017,27,0,27,0
018101,2018,44,7,37,0
018101,2019,42,3,39,0
018101,2020,45,5,40,0
018101,2021,4,0,4,0
018101,2023,2,0,2,0
018102,2009,48,4,44,0
018102,2010,69,2,67,0
018102,2011,52,0,52,0
018102,2012,79,0,66,13
018102,2013,52,0,52,0
018102,2014,71,0,71,0
018102,2015,49,0,49,0
018102,2016,64,5,59,0
018102,2017,53,3,49,1
018102,2018,37,2,35,0
018102,2019,22,0,22,0
018102,2020,13,0,13,0
018102,2021,1,0,1,0
018102,2022,4,0,4,0
018102,2023,1,0,1,0
018200,2009,143,6,135,2
018200,2010,183,6,171,6
018200,2011,82,5,71,6
018200,2012,73,14,59,0
018200,2013,115,7,107,1
018200,2014,114,2,98,14
018200,2015,122,4,111,7
018200,2016,164,12,148,4
018200,2017,125,4,117,4
018200,2018,106,2,91,13
018200,2019,66,10,56,0
018200,2020,77,10,59,8
018200,2021,40,0,37,3
018200,2022,27,0,27,0
018200,2023,29,0,29,0
018300,2009,221,7,214,0
018300,2010,251,19,232,0
018300,2011,289,7,255,27
018300,2012,245,16,228,1
018300,2013,253,2,246,5
018300,2014,204,6,193,5
018300,2015,237,16,217,4
018300,2016,283,21,262,0
018300,2017,291,24,264,3
018300,2018,234,3,222,9
018300,2019,215,10,196,9
018300,2020,194,14,174,6
018300,2021,24,0,23,1
018300,2022,11,1,10,0
018301,2009,8,0,8,0
018301,2010,18,0,18,0
018301,2011,16,0,16,0
018301,2012,12,0,12,0
018301,2013,26,0,26,0
018301,2014,25,0,24,1
018301,2015,20,0,20,0
018301,2016,18,0,18,0
018301,2017,29,1,28,0
018301,2018,15,0,15,0
018301,2019,7,0,7,0
018301,2020,5,0,5,0
018301,2022,2,0,2,0
018301,2023,1,0,1,0
018302,2009,16,0,16,0
018302,2010,22,0,22,0
018302,2011,25,0,25,0
018302,2012,17,2,15,0
018302,2013,13,0,13,0
018302,2014,26,0,26,0
018302,2015,37,0,37,0
018302,2016,16,0,16,0
018302,2017,18,0,18,0
018302,2018,3,0,3,0
018302,2019,12,0,12,0
018302,2020,13,0,13,0
018302,2021,2,0,2,0
018302,2023,1,0,1,0
018400,2009,81,2,79,0
018400,2010,59,9,50,0
018400,2011,104,8,94,2
018400,2012,85,8,67,10
018400,2013,92,7,71,14
018400,2014,123,0,123,0
018400,2015,124,2,122,0
018400,2016,122,13,101,8
018400,2017,117,4,106,7
018400,2018,85,6,79,0
018400,2019,66,1,64,1
018400,2020,31,0,31,0
018400,2021,30,3,27,0
018400,2022,13,0,13,0
018400,2023,15,0,15,0
018401,2009,8,0,8,0
018401,2010,4,0,4,0
018401,2011,6,0,6,0
018401,2012,4,0,4,0
018401,2013,5,2,3,0
018401,2014,11,4,7,0
018401,2015,6,0,6,0
018401,2016,23,2,17,4
018401,2017,15,4,10,1
018401,2018,20,0,20,0
018401,2019,33,1,24,8
018401,2020,15,0,15,0
018401,2021,7,0,7,0
018401,2022,15,0,15,0
018401,2023,8,0,8,0
018402,2009,12,2,10,0
018402,2010,12,1,11,0
018402,2011,7,1,6,0
018402,2012,9,3,4,2
018402,2013,2,0,2,0
018402,2014,9,1,7,1
018402,2015,16,0,14,2
018402,2016,21,1,20,0
018402,2017,31,0,31,0
018402,2018,26,2,24,0
018402,2019,30,3,21,6
018402,2020,16,1,15,0
018402,2021,35,0,35,0
018402,2022,24,1,23,0
018402,2023,18,0,18,0
018500,2009,108,4,104,0
018500,2010,129,1,128,0
018500,2011,23,0,23,0
